0.000000 0.958854 -0.041146
0.392699 0.792175 -0.131704
0.785398 0.504894 -0.202212
1.178097 0.140748; -0.241935
1.570796 -0.244826 -0.244826
1.963495 -0.593127 -0.210444
2.356194 -0.851130 -0.144024
2.748893 -0.979557 -0.055677
3.141593 -0.958854 0.041146
