5.000000 1.191785
4.990000 1.192728
4.980000 1.193656
4.969999 1.194568
4.959999 1.195464
4.949999 1.196344
4.939999 1.197208
4.929998 1.198056
4.919998 1.198888
4.909998 1.199703
4.899998 1.200501
4.889997 1.201282
4.879997 1.202047
4.869997 1.202794
4.859997 1.203524
4.849997 1.204237
4.839996 1.204932
4.829996 1.205609
4.819996 1.206269
4.809996 1.206911
4.799995 1.207535
4.789995 1.208140
4.779995 1.208727
4.769995 1.209296
4.759995 1.209846
4.749994 1.210378
4.739994 1.210890
4.729994 1.211384
4.719994 1.211859
4.709993 1.212314
4.699993 1.212750
4.689993 1.213166
4.679993 1.213563
4.669992 1.213941
4.659992 1.214298
4.649992 1.214636
4.639992 1.214953
4.629992 1.215250
4.619991 1.215527
4.609991 1.215784
4.599991 1.216020
4.589991 1.216235
4.579990 1.216430
4.569990 1.216604
4.559990 1.216757
4.549990 1.216889
4.539989 1.217000
4.529989 1.217089
4.519989 1.217157
4.509989 1.217204
4.499989 1.217229
4.489988 1.217232
4.479988 1.217214
4.469988 1.217174
4.459988 1.217112
4.449987 1.217028
4.439987 1.216921
4.429987 1.216793
4.419987 1.216642
4.409986 1.216469
4.399986 1.216273
4.389986 1.216055
4.379986 1.215814
4.369986 1.215550
4.359985 1.215263
4.349985 1.214954
4.339985 1.214622
4.329985 1.214266
4.319984 1.213888
4.309984 1.213486
4.299984 1.213061
4.289984 1.212613
4.279984 1.212141
4.269983 1.211646
4.259983 1.211127
4.249983 1.210585
4.239983 1.210019
4.229982 1.209429
4.219982 1.208815
4.209982 1.208178
4.199982 1.207517
4.189981 1.206832
4.179981 1.206122
4.169981 1.205389
4.159981 1.204632
4.149981 1.203850
4.139980 1.203044
4.129980 1.202214
4.119980 1.201360
4.109980 1.200481
4.099979 1.199578
4.089979 1.198650
4.079979 1.197698
4.069979 1.196722
4.059978 1.195721
4.049978 1.194695
4.039978 1.193645
4.029978 1.192570
4.019978 1.191471
4.009977 1.190347
3.999977 1.189198
3.989977 1.188025
3.979977 1.186826
3.969977 1.185603
3.959977 1.184355
3.949977 1.183083
3.939977 1.181785
3.929977 1.180463
3.919977 1.179116
3.909977 1.177744
3.899977 1.176347
3.889977 1.174925
3.879977 1.173479
3.869977 1.172008
3.859977 1.170511
3.849977 1.168990
3.839978 1.167444
3.829978 1.165873
3.819978 1.164278
3.809978 1.162657
3.799978 1.161011
3.789978 1.159341
3.779978 1.157646
3.769978 1.155926
3.759978 1.154182
3.749978 1.152412
3.739978 1.150618
3.729978 1.148799
3.719978 1.146956
3.709978 1.145088
3.699978 1.143195
3.689978 1.141277
3.679978 1.139335
3.669978 1.137368
3.659978 1.135377
3.649978 1.133362
3.639978 1.131322
3.629978 1.129257
3.619978 1.127168
3.609978 1.125055
3.599978 1.122918
3.589978 1.120756
3.579978 1.118570
3.569978 1.116360
3.559978 1.114126
3.549978 1.111868
3.539978 1.109586
3.529978 1.107280
3.519978 1.104950
3.509978 1.102596
3.499978 1.100219
3.489978 1.097817
3.479978 1.095393
3.469978 1.092944
3.459978 1.090473
3.449978 1.087978
3.439978 1.085459
3.429978 1.082917
3.419978 1.080352
3.409978 1.077764
3.399978 1.075153
3.389978 1.072519
3.379978 1.069863
3.369978 1.067183
3.359978 1.064481
3.349978 1.061756
3.339978 1.059008
3.329978 1.056239
3.319978 1.053446
3.309978 1.050632
3.299978 1.047795
3.289978 1.044937
3.279978 1.042056
3.269978 1.039154
