0.000000 0.999584 -0.000416
0.392699 0.913933 -0.009946
0.785398 0.689146 -0.017961
1.178097 0.359441 -0.023243
1.570796 -0.024985 -0.024985
1.963495 -0.405608 -0.022924
2.356194 -0.724480 -0.017373
2.748893 -0.933057 -0.009177
3.141593 -0.999584 0.000416
