100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 
49.989240 69.743749 79.028790 84.107375 87.233493 89.332249 90.832985 91.957240 92.829711 93.525649 94.093080 94.564061 94.960806 95.299189 95.590849 95.844518 96.066871 96.263100 96.437300 96.592746 96.732087 96.857488 96.970735 97.073317 97.166480 97.251275 97.328598 97.399213 97.463774 97.522850 97.576931 97.626443 97.671759 97.713204 97.751063 97.785586 97.816993 97.845478 97.871211 97.894339 97.914993 97.933286 97.949317 97.963170 97.974917 97.984618 97.992322 97.998067 98.001881 98.003784 98.003783 98.001881 97.998066 97.992321 97.984618 97.974917 97.963169 97.949315 97.933284 97.914991 97.894337 97.871209 97.845476 97.816991 97.785584 97.751061 97.713202 97.671757 97.626441 97.576928 97.522847 97.463771 97.399209 97.328595 97.251272 97.166478 97.073315 96.970733 96.857485 96.732084 96.592744 96.437298 96.263099 96.066870 95.844516 95.590847 95.299188 94.960806 94.564063 94.093084 93.525653 92.829710 91.957240 90.832986 89.332253 87.233497 84.107376 79.028792 69.743752 49.989243 
30.213217 49.956969 62.264040 70.167219 75.494347 79.262522 82.042452 84.166266 85.835953 87.179809 88.282609 89.202357 89.979976 90.645099 91.219688 91.720349 92.159866 92.548228 92.893353 93.201596 93.478112 93.727126 93.952135 94.156053 94.341325 94.510021 94.663902 94.804474 94.933032 95.050693 95.158429 95.257081 95.347387 95.429992 95.505460 95.574287 95.636908 95.693709 95.745025 95.791151 95.832345 95.868833 95.900811 95.928446 95.951881 95.971235 95.986605 95.998066 96.005676 96.009471 96.009471 96.005675 95.998065 95.986604 95.971235 95.951881 95.928445 95.900810 95.868832 95.832343 95.791148 95.745022 95.693707 95.636907 95.574285 95.505458 95.429990 95.347385 95.257078 95.158425 95.050690 94.933028 94.804470 94.663898 94.510017 94.341321 94.156050 93.952132 93.727123 93.478108 93.201592 92.893350 92.548225 92.159864 91.720347 91.219685 90.645096 89.979975 89.202362 88.282613 87.179810 85.835951 84.166264 82.042454 79.262526 75.494350 70.167218 62.264040 49.956970 30.213219 
20.906661 37.606868 49.903182 58.803110 65.314158 70.181038 73.908036 76.829417 79.168028 81.075026 82.655186 83.982786 85.111642 86.081542 86.922453 87.657327 88.304016 88.876593 89.386289 89.842171 90.251636 90.620771 90.954628 91.257434 91.532746 91.783582 92.012515 92.221750 92.413185 92.588462 92.749008 92.896065 93.030717 93.153917 93.266498 93.369192 93.462645 93.547425 93.624028 93.692893 93.754402 93.808891 93.856648 93.897922 93.932926 93.961835 93.984795 94.001915 94.013284 94.018954 94.018954 94.013284 94.001915 93.984794 93.961835 93.932926 93.897922 93.856648 93.808891 93.754401 93.692891 93.624026 93.547423 93.462645 93.369192 93.266497 93.153916 93.030716 92.896063 92.749006 92.588459 92.413181 92.221746 92.012511 91.783578 91.532742 91.257430 90.954625 90.620768 90.251633 89.842167 89.386284 88.876589 88.304013 87.657324 86.922448 86.081539 85.111644 83.982790 82.655188 81.075024 79.168024 76.829417 73.908039 70.181041 65.314159 58.803108 49.903181 37.606868 20.906662 
15.806562 29.660660 40.938709 49.827880 56.778134 62.239437 66.579234 70.075338 72.931716 75.297081 77.280325 78.961958 80.402263 81.646973 82.731253 83.682491 84.522280 85.267838 85.933036 86.529164 87.065492 87.549694 87.988174 88.386308 88.748643 89.079047 89.380827 89.656826 89.909495 90.140963 90.353078 90.547453 90.725502 90.888463 91.037423 91.173340 91.297058 91.409317 91.510770 91.601990 91.683481 91.755680 91.818967 91.873669 91.920065 91.958386 91.988821 92.011518 92.026590 92.034107 92.034107 92.026590 92.011518 91.988820 91.958386 91.920066 91.873670 91.818967 91.755679 91.683479 91.601988 91.510767 91.409314 91.297055 91.173338 91.037421 90.888460 90.725499 90.547450 90.353075 90.140960 89.909492 89.656821 89.380823 89.079042 88.748638 88.386303 87.988170 87.549691 87.065488 86.529160 85.933031 85.267833 84.522277 83.682487 82.731250 81.646974 80.402265 78.961960 77.280325 75.297080 72.931715 70.075340 66.579238 62.239441 56.778136 49.827878 40.938708 29.660660 15.806563 
12.658929 24.290499 34.363115 42.791566 49.731063 55.419341 60.094129 63.960986 67.186416 69.901262 72.207072 74.182459 75.888478 77.372833 78.673094 79.819105 80.834778 81.739442 82.548852 83.275956 83.931473 84.524342 85.062065 85.550980 85.996471 86.403135 86.774920 87.115230 87.427009 87.712817 87.974886 88.215168 88.435374 88.637008 88.821391 88.989689 89.142927 89.282013 89.407743 89.520817 89.621852 89.711381 89.789872 89.857724 89.915280 89.962822 90.000584 90.028748 90.047449 90.056778 90.056778 90.047449 90.028748 90.000584 89.962823 89.915281 89.857725 89.789871 89.711380 89.621849 89.520815 89.407740 89.282011 89.142925 88.989686 88.821388 88.637005 88.435371 88.215165 87.974882 87.712813 87.427004 87.115225 86.774915 86.403129 85.996464 85.550974 85.062060 84.524337 83.931469 83.275952 82.548847 81.739437 80.834773 79.819102 78.673096 77.372835 75.888477 74.182458 72.207070 69.901261 67.186416 63.960987 60.094133 55.419345 49.731064 42.791563 34.363114 24.290500 12.658930 
10.538655 20.479293 29.431688 37.244202 43.935213 49.612736 54.416956 58.488060 61.951703 64.914480 67.464239 69.672329 71.596356 73.282786 74.769187 76.086057 77.258284 78.306299 79.246976 80.094336 80.860104 81.554135 82.184764 82.759076 83.283123 83.762101 84.200489 84.602164 84.970492 85.308408 85.618481 85.902959 86.163820 86.402804 86.621444 86.821094 87.002950 87.168066 87.317371 87.451685 87.571726 87.678121 87.771414 87.852077 87.920507 87.977038 88.021945 88.055440 88.077683 88.088779 88.088778 88.077683 88.055441 88.021946 87.977040 87.920508 87.852078 87.771415 87.678120 87.571724 87.451683 87.317369 87.168064 87.002948 86.821092 86.621441 86.402800 86.163817 85.902956 85.618478 85.308404 84.970487 84.602159 84.200484 83.762095 83.283117 82.759069 82.184757 81.554129 80.860098 80.094330 79.246969 78.306292 77.258280 76.086058 74.769189 73.282785 71.596353 69.672326 67.464238 64.914479 61.951701 58.488061 54.416958 49.612738 43.935213 37.244200 29.431687 20.479294 10.538657 
9.016404 17.656330 25.640142 32.818343 39.152851 44.679433 49.472900 53.622595 57.217854 60.340716 63.063073 65.446260 67.541828 69.392768 71.034812 72.497651 73.806000 74.980492 76.038414 76.994309 77.860471 78.647329 79.363780 80.017435 80.614844 81.161657 81.662772 82.122444 82.544386 82.931845 83.287671 83.614368 83.914144 84.188944 84.440487 84.670295 84.879713 85.069929 85.241992 85.396827 85.535247 85.657961 85.765589 85.858662 85.937633 86.002881 86.054718 86.093385 86.119064 86.131873 86.131873 86.119064 86.093386 86.054719 86.002883 85.937634 85.858662 85.765588 85.657959 85.535244 85.396824 85.241989 85.069926 84.879710 84.670291 84.440483 84.188939 83.914139 83.614364 83.287667 82.931840 82.544381 82.122439 81.662767 81.161652 80.614838 80.017429 79.363773 78.647323 77.860465 76.994304 76.038408 74.980489 73.806002 72.497652 71.034811 69.392766 67.541826 65.446258 63.063073 60.340715 57.217852 53.622594 49.472901 44.679434 39.152851 32.818339 25.640140 17.656329 9.016403 
7.870630 15.489479 22.654208 29.236172 35.178417 40.479245 45.172619 49.311564 52.956402 56.167459 59.001076 61.507808 63.731930 65.711648 67.479642 69.063736 70.487576 71.771257 72.931879 73.984019 74.940140 75.810933 76.605589 77.332042 77.997161 78.606915 79.166499 79.680455 80.152762 80.586915 80.985990 81.352700 81.689442 81.998338 82.281265 82.539886 82.775678 82.989944 83.183839 83.358383 83.514471 83.652888 83.774317 83.879348 83.968481 84.042137 84.100659 84.144317 84.173313 84.187778 84.187778 84.173313 84.144318 84.100660 84.042138 83.968482 83.879348 83.774317 83.652887 83.514469 83.358381 83.183837 82.989941 82.775674 82.539883 82.281260 81.998334 81.689438 81.352696 80.985985 80.586910 80.152757 79.680449 79.166493 78.606908 77.997155 77.332035 76.605581 75.810925 74.940133 73.984011 72.931873 71.771257 70.487576 69.063734 67.479639 65.711645 63.731928 61.507806 59.001075 56.167457 52.956397 49.311561 45.172619 40.479245 35.178416 29.236169 22.654205 15.489479 7.870630 
6.976638 13.776751 20.251037 26.293720 31.845402 36.886512 41.426768 45.494638 49.128732 52.371643 55.265962 57.851963 60.166436 62.242252 64.108372 65.790073 67.309309 68.685083 69.933825 71.069744 72.105140 73.050672 73.915600 74.707981 75.434845 76.102340 76.715852 77.280114 77.799293 78.277063 78.716674 79.120999 79.492588 79.833702 80.146348 80.432308 80.693168 80.930330 81.145039 81.338395 81.511367 81.664804 81.799446 81.915932 82.014807 82.096525 82.161463 82.209913 82.242093 82.258147 82.258148 82.242094 82.209914 82.161464 82.096527 82.014807 81.915932 81.799445 81.664802 81.511365 81.338393 81.145036 80.930326 80.693164 80.432304 80.146343 79.833697 79.492583 79.120994 78.716668 78.277058 77.799287 77.280108 76.715845 76.102333 75.434838 74.707974 73.915592 73.050664 72.105131 71.069738 69.933823 68.685082 67.309307 65.790070 64.108368 62.242250 60.166434 57.851962 55.265961 52.371638 49.128726 45.494634 41.426766 36.886510 31.845400 26.293716 20.251034 13.776750 6.976638 
