1, 0.002976 
2, 0.018025 
3, 0.035404 
4, 0.094483 
5, 0.163793 
6, 0.234796 
7, 0.338227 
8, 0.471458 
9, 0.622949 
10, 0.780800 
11, 0.985708 
12, 1.141348 
13, 1.440991 
14, 1.669196 
15, 1.887041 
16, 2.411502 
