10, 4.800000, 0.455368
100, 4.000000, 0.039799
1000, 4.152000, 0.004150
10000, 4.191200, 0.000419
100000, 4.174720, 0.000042
1000000, 4.180664, 0.000004
10000000, 4.188719, 0.000000
100000000, 4.188397, 0.000000
