10, 2.800000, 0.265631
100, 3.120000, 0.031044
1000, 3.204000, 0.003202
10000, 3.149200, 0.000315
100000, 3.141400, 0.000031
1000000, 3.140600, 0.000003
10000000, 3.142461, 0.000000
100000000, 3.141945, 0.000000
