5.000000, -0.007438, 0.043268, 0.166456, 0.199177
4.990000, -0.005769, 0.043445, 0.166844, 0.200179
4.980000, 0.001672, 0.045814, 0.171216, 0.212035
4.970000, 0.002841, 0.047035, 0.175066, 0.211021
4.960000, 0.004138, 0.044016, 0.168250, 0.202683
4.950000, -0.000522, 0.044771, 0.170072, 0.204890
4.940000, 0.001769, 0.044330, 0.168538, 0.206318
4.930000, -0.002481, 0.045814, 0.172044, 0.210502
4.920000, 0.003147, 0.046547, 0.172484, 0.218489
4.910000, -0.000144, 0.045744, 0.171881, 0.211169
4.900000, 0.010347, 0.045261, 0.170297, 0.212378
4.890000, 0.004288, 0.044990, 0.170206, 0.209662
4.880000, 0.001034, 0.046563, 0.172991, 0.218196
4.870000, -0.008162, 0.047422, 0.174863, 0.221379
4.860000, 0.003431, 0.046508, 0.172944, 0.218586
4.850000, 0.003281, 0.046813, 0.173519, 0.220428
4.840000, 0.003906, 0.045619, 0.171294, 0.215236
4.830000, -0.000412, 0.047242, 0.174775, 0.221232
4.820000, 0.002459, 0.047179, 0.174178, 0.223620
4.810000, -0.007987, 0.047649, 0.175344, 0.224913
4.800000, 0.004769, 0.046469, 0.173113, 0.220013
4.790000, -0.006338, 0.046614, 0.173000, 0.222927
4.780000, -0.002263, 0.047920, 0.175875, 0.227458
4.770000, 0.005541, 0.046750, 0.172253, 0.229154
4.760000, 0.003116, 0.048820, 0.177259, 0.233943
4.750000, 0.001656, 0.050092, 0.179462, 0.240980
4.740000, -0.000156, 0.049664, 0.178406, 0.240816
4.730000, 0.004125, 0.049863, 0.179525, 0.238590
4.720000, -0.001975, 0.048604, 0.177738, 0.230691
4.710000, 0.006363, 0.050495, 0.180438, 0.243730
4.700000, -0.000903, 0.050811, 0.181791, 0.241879
4.690000, 0.006900, 0.048496, 0.176300, 0.237630
4.680000, -0.006381, 0.048213, 0.176763, 0.232042
4.670000, -0.005278, 0.048742, 0.177097, 0.238159
4.660000, -0.005441, 0.049388, 0.179266, 0.236932
4.650000, 0.002909, 0.050625, 0.181016, 0.245794
4.640000, 0.001744, 0.050712, 0.180831, 0.248441
4.630000, 0.003997, 0.049621, 0.178872, 0.243646
4.620000, 0.002078, 0.050045, 0.180466, 0.242114
4.610000, -0.006572, 0.051043, 0.182134, 0.248086
4.600000, 0.000259, 0.050385, 0.180291, 0.248773
4.590000, -0.001650, 0.051349, 0.182356, 0.252314
4.580000, 0.000747, 0.050768, 0.181241, 0.250412
4.570000, -0.004194, 0.051559, 0.182819, 0.253990
4.560000, -0.003459, 0.052268, 0.184559, 0.255516
4.550000, 0.011525, 0.051873, 0.183881, 0.254036
4.540000, -0.003969, 0.051319, 0.182025, 0.256367
4.530000, 0.001991, 0.053061, 0.184391, 0.269291
4.520000, -0.000663, 0.050515, 0.181006, 0.251355
4.510000, -0.001891, 0.054271, 0.187241, 0.272636
4.500000, -0.000475, 0.051941, 0.183500, 0.259820
4.490000, 0.002322, 0.053850, 0.186559, 0.271470
4.480000, 0.000963, 0.054268, 0.187406, 0.273532
4.470000, 0.007278, 0.054099, 0.186916, 0.274348
4.460000, 0.005575, 0.053391, 0.185838, 0.270571
4.450000, -0.000612, 0.051614, 0.183063, 0.260352
4.440000, -0.007481, 0.053608, 0.187063, 0.268339
4.430000, -0.000528, 0.052556, 0.183634, 0.272099
4.420000, -0.000244, 0.052461, 0.185019, 0.263952
4.410000, -0.011981, 0.055161, 0.188850, 0.282944
4.400000, -0.003066, 0.052468, 0.183959, 0.270944
4.390000, -0.003853, 0.054870, 0.187791, 0.285809
4.380000, -0.000019, 0.052621, 0.184512, 0.271431
4.370000, 0.000366, 0.054423, 0.187878, 0.280085
4.360000, -0.002644, 0.056571, 0.191119, 0.294232
4.350000, -0.001003, 0.055420, 0.189603, 0.286468
4.340000, 0.004284, 0.056411, 0.191428, 0.291490
4.330000, -0.001091, 0.057124, 0.191978, 0.299572
4.320000, 0.001466, 0.057106, 0.191853, 0.300719
4.310000, -0.002194, 0.058361, 0.194669, 0.303883
4.300000, -0.009481, 0.056653, 0.192119, 0.293848
4.290000, 0.008247, 0.057798, 0.194447, 0.298195
4.280000, 0.010913, 0.058245, 0.194138, 0.307376
4.270000, 0.005106, 0.057589, 0.194125, 0.298335
4.260000, 0.010872, 0.059202, 0.196641, 0.308506
4.250000, -0.002947, 0.058508, 0.193841, 0.315237
4.240000, -0.003275, 0.059245, 0.196269, 0.312808
4.230000, -0.000772, 0.059186, 0.196159, 0.313308
4.220000, -0.002931, 0.057953, 0.194481, 0.305286
4.210000, -0.006863, 0.060275, 0.198238, 0.318895
